出租方式,户型,建筑面积,层数,低层,中层,中高层,高层,超高层,楼,朝向,装修,地址,字段9,字段10,字段11,字段12,字段13,字段14,字段15,标题,价格,字段25
整租,2室2厅1卫,70,11,0,1,0,0,0,中,暂无,中装修,任家庄路2号,床,电视,,,,热水器,暖气,房源编号 331227103,2300,"春天佳苑
                            (七里河区/西站)"
整租,2室2厅1卫,100,34,0,0,0,0,1,中,暂无,中装修,金轮广场南侧,床,电视,,,空调,热水器,,房源编号 331471652,3500,"金轮馨园
                            (城关区/火车站)"
整租,3室2厅1卫,162,30,0,0,0,1,0,中,暂无,中装修,民主西路37号,床,电视,,,空调,热水器,,房源编号 331306503,8000,"蓝宝石大厦
                            (城关区/五泉广场)"
整租,3室2厅2卫,127,6,1,0,0,0,0,低,南北,精装修,雁滩雁兴路116、130、124路车终点(天庆花园东,床,电视,,,空调,热水器,暖气,房源编号 329428397,3300,"基业豪庭
                            (城关区/雁滩北)"
整租,2室1厅1卫,59,6,1,0,0,0,0,高,南北,精装修,广武门后街2-14号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331372298,2300,"农行家属院(广武门)
                            (城关区/西关什字)"
整租,2室2厅1卫,90,30,0,0,0,1,0,高,暂无,中装修,兰州七里河建西东路420号,床,电视,,,空调,热水器,,房源编号 331302805,2500,"铁建丽苑
                            (七里河区/龚家湾)"
整租,3室2厅1卫,94,33,0,0,0,0,1,中,南北,中装修,兰州市城关区高新路101号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330679680,1580,"雁栖园
                            (城关区/雁滩南)"
整租,3室2厅1卫,118,33,0,0,0,0,1,低,东西,中装修,银滩桥西银滩路（众邦金水湾北侧）,床,电视,,,空调,热水器,暖气,房源编号 330860758,2500,"天居锦河丹堤
                            (安宁区/黄河市场)"
整租,2室1厅1卫,72,9,0,1,0,0,0,低,南,简装修,大沙坪佛慈大街119号,床,,,,,热水器,暖气,房源编号 331008318,1800,"亚太花园
                            (城关区/黄河北)"
整租,2室2厅1卫,77,6,1,0,0,0,0,高,南北,中装修,雁滩路2618号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330389054,2800,"天庆花园
                            (城关区/雁滩南)"
整租,3室2厅2卫,120,30,0,0,0,1,0,高,南北,中装修,民主西路37号,床,电视,,,空调,热水器,,房源编号 331354480,4200,"蓝宝石大厦
                            (城关区/五泉广场)"
整租,2室2厅1卫,96,30,0,0,0,1,0,高,南,简装修,大砂坪157号(大坡顶十字向南100米),,,,,,热水器,暖气,房源编号 330427330,2500,"亚太嘉园
                            (城关区/黄河北)"
整租,3室1厅1卫,108,24,0,0,0,1,0,高,东北,精装修,火车站广场向西200米,床,电视,,洗衣机,空调,热水器,暖气,房源编号 331359406,4200,"海天新都
                            (城关区/火车站)"
整租,2室1厅1卫,94,33,0,0,0,0,1,低,暂无,中装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331470762,2700,"明珠家园
                            (七里河区/西站)"
整租,2室1厅1卫,80,18,0,0,1,0,0,低,暂无,精装修,滨河中路293号，坐15、26、120路在上河苑下车,床,电视,,洗衣机,空调,热水器,暖气,房源编号 331477397,2500,"上河苑
                            (七里河区/西站)"
整租,3室2厅2卫,169,28,0,0,0,1,0,低,南北,简装修,雁兴路3330号附近,,,,,,,,房源编号 321873983,3300,"兰鑫小区
                            (城关区/雁滩北)"
整租,1室2厅1卫,72,33,0,0,0,0,1,高,暂无,中装修,安宁东路369号,床,电视,,,空调,热水器,,房源编号 331309975,1800,"中和教育世家
                            (安宁区/培黎广场)"
整租,2室2厅1卫,130,28,0,0,0,1,0,高,南,中装修,西关什字兰医二院东,床,电视,,,空调,热水器,,房源编号 330838313,5500,"金城名苑
                            (城关区/西关什字)"
整租,2室2厅1卫,98,32,0,0,0,1,0,中,南,中装修,银滩大桥以西，众邦金水湾西南侧,床,电视,,,空调,热水器,,房源编号 329698857,2800,"阳光怡园
                            (安宁区/费家营)"
整租,2室2厅1卫,120,6,1,0,0,0,0,中,南北,中装修,安宁东路946号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330862320,2000,"兰空医院家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,68,6,1,0,0,0,0,高,南,简装修,西津东路555号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331481553,1800,"水电四局
                            (七里河区/小西湖)"
整租,2室2厅1卫,95,9,0,1,0,0,0,中,南,中装修,建兰路501-513号,床,电视,,洗衣机,,热水器,暖气,房源编号 331397842,2700,"明皇园
                            (七里河区/西站)"
整租,1室0厅1卫,55,32,0,0,0,1,0,高,南,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330892221,2500,"仁恒美林郡
                            (七里河区/西站)"
整租,3室2厅2卫,135,6,1,0,0,0,0,高,南北,精装修,二热吐哈宾馆东侧,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330624040,2400,"甘肃省邮政局家属院
                            (城关区/东部市场)"
整租,5室2厅3卫,408,23,0,0,0,1,0,中,南北,精装修,天水北路3111号(省政协办公楼北侧),床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 319255947,16000,"正茂御景东方
                            (城关区/滩尖子)"
整租,2室2厅1卫,95,30,0,0,0,1,0,低,暂无,中装修,西站郑家庄，光华街102号,,,,,空调,热水器,,房源编号 331431377,2500,"郑家庄小区
                            (七里河区/西站)"
整租,1室0厅1卫,33,33,0,0,0,0,1,中,北,精装修,和政路东街189号,床,电视,,,空调,热水器,,房源编号 331353508,2800,"仁恒国际
                            (城关区/火车站)"
整租,1室1厅1卫,41,11,0,1,0,0,0,高,南,中装修,敦煌路616号(原一毛厂),床,电视,,,空调,热水器,,房源编号 331370415,1900,"曦华源
                            (七里河区/西站)"
整租,6室1厅1卫,307,28,0,0,0,1,0,中,暂无,中装修,张掖路87号,床,电视,,,空调,热水器,,房源编号 331249635,30000,"中广大厦
                            (城关区/西关什字)"
整租,2室2厅1卫,94,30,0,0,0,1,0,低,南,豪华装修,兰州市城关区高新路101号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 329665874,3600,"雁栖园
                            (城关区/雁滩南)"
整租,2室2厅2卫,130,35,0,0,0,0,1,高,南北,精装修,雁南路高新技术开发区(省检察院向东100米),床,电视,,,空调,热水器,暖气,房源编号 329428462,5800,"红星紫郡
                            (城关区/城中心)"
整租,2室2厅1卫,85,31,0,0,0,1,0,高,南北,中装修,安宁植物园南500米,床,电视,,,空调,热水器,暖气,房源编号 330856946,2000,"丰宝佳苑
                            (安宁区/刘家堡)"
整租,2室2厅1卫,103,28,0,0,0,1,0,低,暂无,中装修,张掖路中段(中央广场东南角),床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331408391,5000,"中环广场
                            (城关区/西关什字)"
整租,2室2厅1卫,80,10,0,1,0,0,0,高,南北,中装修,十里店BRT公交车站北侧,床,电视,,,空调,热水器,暖气,房源编号 331261262,2000,"影视食品公司家属院
                            (安宁区/培黎广场)"
整租,2室1厅1卫,86,8,1,0,0,0,0,高,东西,中装修,七里河建工局建投一号楼,床,电视,,洗衣机,,热水器,暖气,房源编号 329031810,1900,"建工局
                            (七里河区/小西湖)"
整租,2室2厅1卫,93,30,0,0,0,1,0,中,南,精装修,雁滩高新开发区115、53路终点站,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 326860438,3500,"天庆嘉园C区太阳岛
                            (城关区/雁滩南)"
整租,2室1厅1卫,60,28,0,0,0,1,0,中,东,精装修,雁西路1119号（工业城对面）,床,电视,,,空调,热水器,,房源编号 331119518,3200,"鑫亿城
                            (城关区/雁滩南)"
整租,1室1厅1卫,72,10,0,1,0,0,0,中,暂无,中装修,滨河中路293号，坐15、26、120路在上河苑下车,床,电视,,,空调,热水器,暖气,房源编号 331460513,2300,"上河苑
                            (七里河区/西站)"
整租,2室2厅2卫,102,32,0,0,0,1,0,高,西南,中装修,铁路局邮电大楼附近,床,电视,,,空调,热水器,,房源编号 331434093,4000,"中铁西北科学院
                            (城关区/火车站)"
整租,1室1厅1卫,55,7,1,0,0,0,0,中,东西,中装修,宋家滩99号，雁滩路,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329522059,2300,"新港城A区
                            (城关区/雁滩北)"
整租,2室2厅1卫,95,33,0,0,0,0,1,低,暂无,精装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,,,空调,热水器,,房源编号 330216378,2300,"明珠家园
                            (七里河区/西站)"
整租,2室2厅1卫,108,29,0,0,0,1,0,低,南,简装修,费家营经济技术开发区578号路银滩大桥北侧,床,电视,,,空调,热水器,暖气,房源编号 330239466,3000,"众邦金水湾
                            (安宁区/费家营)"
整租,3室2厅2卫,140,33,0,0,0,0,1,低,南,精装修,静宁北路滨河路十字,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330838227,5800,"市委新高层
                            (城关区/西关什字)"
整租,2室2厅1卫,107,8,1,0,0,0,0,高,暂无,精装修,建兰路102号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331315454,2500,"电力机具厂家属院
                            (七里河区/西站)"
整租,3室2厅2卫,160,31,0,0,0,1,0,中,南,中装修,平凉路106号,床,电视,,,空调,热水器,,房源编号 331199567,7000,"农牧大厦
                            (城关区/火车站)"
整租,1室1厅1卫,57,8,1,0,0,0,0,高,东,中装修,七里河建工局建投一号楼,床,电视,,,,热水器,暖气,房源编号 331305029,1400,"建工局
                            (七里河区/小西湖)"
整租,3室2厅1卫,200,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331481956,3300,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室1厅1卫,150,42,0,0,0,0,1,中,西,中装修,天水北路与雁滩路交汇处,,,,,,,,房源编号 331054123,15000,"兰州城关万达广场·万达公馆
                            (城关区/雁滩北)"
整租,2室2厅1卫,85,31,0,0,0,1,0,高,南北,中装修,安宁植物园南500米,床,电视,,,空调,热水器,暖气,房源编号 330856946,2000,"丰宝佳苑
                            (安宁区/刘家堡)"
整租,2室1厅1卫,102,33,0,0,0,0,1,高,西南,中装修,兰州市安宁区银滩黄河大桥西，安宁海关南侧,床,电视,,,空调,热水器,,房源编号 328659656,2800,"银滩雅苑
                            (安宁区/费家营)"
整租,2室2厅1卫,90,32,0,0,0,1,0,中,东北,中装修,新城区费家营什字东角,床,电视,,,空调,热水器,暖气,房源编号 330861556,2000,"飞天世纪新城
                            (安宁区/费家营)"
整租,1室0厅1卫,34,30,0,0,0,1,0,高,南,精装修,安宁西路3号，甘肃政法学院正对面,床,电视,,,空调,热水器,,房源编号 331449146,1800,"康桥国际购物中心
                            (安宁区/费家营)"
整租,3室0厅1卫,60,5,1,0,0,0,0,中,东西,中装修,嘉峪关东路131—137路,床,电视,冰箱,洗衣机,,热水器,,房源编号 331452489,1900,"东岗电力小区
                            (城关区/东部市场)"
整租,2室2厅1卫,106,33,0,0,0,0,1,高,南,精装修,天水北路西侧、省政协办公大楼对面,床,,冰箱,洗衣机,,热水器,暖气,房源编号 328849598,3500,"中广宜景湾
                            (城关区/滩尖子)"
整租,1室1厅1卫,46,25,0,0,0,1,0,中,东,中装修,火车站广场向西200米,床,电视,冰箱,洗衣机,,热水器,,房源编号 331433814,2500,"海天新都
                            (城关区/火车站)"
整租,2室1厅1卫,94,33,0,0,0,0,1,低,暂无,中装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331475251,2700,"明珠家园
                            (七里河区/西站)"
整租,2室2厅1卫,96,34,0,0,0,0,1,中,南,精装修,城关区火车站东路438-458号,,电视,,,,热水器,暖气,房源编号 331123318,2800,"和谐家园
                            (城关区/火车站)"
整租,3室2厅2卫,135,18,0,0,1,0,0,高,暂无,中装修,七里河建工局建投一号楼,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331466605,4700,"建工局
                            (七里河区/小西湖)"
整租,1室0厅1卫,33,33,0,0,0,0,1,中,北,精装修,和政路东街189号,床,电视,,,空调,热水器,,房源编号 331353508,2800,"仁恒国际
                            (城关区/火车站)"
整租,2室1厅1卫,56,6,1,0,0,0,0,高,东西,精装修,安西路300号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 329285623,1800,"安西路电力小区
                            (七里河区/西站)"
整租,1室1厅1卫,58,33,0,0,0,0,1,低,南,精装修,北滨河西路银滩黄河大桥以西500米（银滩湿地公园对面,床,电视,,,空调,热水器,,房源编号 329148106,2400,"永新华·世界湾
                            (安宁区/安宁新城)"
整租,2室1厅1卫,74,12,0,1,0,0,0,中,南,中装修,西站建兰路步行街18号,床,电视,,,空调,热水器,,房源编号 331045128,1800,"田园小区
                            (七里河区/西站)"
整租,2室2厅2卫,120,21,0,0,0,1,0,高,暂无,精装修,中山路131-133号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331267724,3000,"海鸿大厦
                            (城关区/西关什字)"
整租,2室2厅1卫,70,31,0,0,0,1,0,高,南,中装修,排洪南路,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 330634645,2300,"国资委第三十七佳园
                            (城关区/东部市场)"
整租,3室2厅2卫,155,31,0,0,0,1,0,低,南,简装修,团结路1号旁,,,,,,热水器,暖气,房源编号 327589397,4800,"良志嘉年华
                            (城关区/滩尖子)"
整租,1室0厅1卫,46,25,0,0,0,1,0,中,东,中装修,火车站广场向西200米,床,电视,冰箱,洗衣机,,热水器,,房源编号 331072555,2500,"海天新都
                            (城关区/火车站)"
整租,5室1厅2卫,147,24,0,0,0,1,0,中,南北,精装修,兰州市安宁区银滩黄河大桥西，安宁海关南侧,床,电视,,洗衣机,,热水器,暖气,房源编号 328619835,3800,"银滩雅苑
                            (安宁区/费家营)"
整租,4室2厅2卫,220,13,0,0,1,0,0,高,南北,简装修,兰新市场118号楼旁,,,,,空调,热水器,暖气,房源编号 330711415,5000,"兰新大西洋
                            (城关区/东部市场)"
整租,2室2厅1卫,111,9,0,1,0,0,0,中,暂无,中装修,任家庄17号,床,电视,,,空调,热水器,,房源编号 328879203,3000,"荣华小区
                            (七里河区/西站)"
整租,2室2厅1卫,93,32,0,0,0,1,0,高,西南,中装修,郑家台54-56号,床,电视,,,空调,热水器,,房源编号 330411395,4000,"中盐大厦
                            (城关区/东方红广场)"
