出租方式,户型,建筑面积,层数,低层,中层,中高层,高层,超高层,楼,朝向,装修,地址,字段9,字段10,字段11,字段12,字段13,字段14,字段15,标题,价格,字段25
整租,1室1厅1卫,43,11,0,1,0,0,0,高,暂无,简装修,敦煌路616号(原一毛厂),床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331471169,1600,"曦华源
                            (七里河区/西站)"
整租,3室2厅2卫,140,11,0,1,0,0,0,高,南北,精装修,雁兴路3101号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 327210281,3000,"雁滩科教城二期
                            (城关区/雁滩南)"
整租,2室1厅1卫,78,7,1,0,0,0,0,中,南北,中装修,牟家庄321-335号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331276497,1600,"牟家庄东小区
                            (城关区/火车站)"
整租,2室2厅1卫,71,34,0,0,0,0,1,低,南,中装修,庙滩子靖远路（派出所附近）,床,,,,,热水器,暖气,房源编号 329143117,2200,"元森北新时代紫藤园
                            (城关区/黄河北)"
整租,2室2厅1卫,85,6,1,0,0,0,0,中,南,中装修,任家庄763号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331333864,2200,"兰石润安小区
                            (七里河区/西站)"
整租,2室1厅1卫,65,17,0,0,1,0,0,中,东南,精装修,天水路17-21号,床,电视,,,空调,热水器,暖气,房源编号 328613137,2600,"省政府家属院(雁滩桥头)
                            (城关区/滩尖子)"
整租,2室2厅1卫,120,8,1,0,0,0,0,中,南北,中装修,七里河华坪街道西津东路五号,床,电视,,,空调,热水器,暖气,房源编号 331279161,1800,"市工会家属院
                            (七里河区/小西湖)"
整租,2室1厅1卫,101,9,0,1,0,0,0,中,南北,中装修,十里店195号，师大附中附近,床,电视,,,空调,热水器,,房源编号 331449173,1750,"附安小区
                            (安宁区/培黎广场)"
整租,2室1厅1卫,65,18,0,0,1,0,0,中,南北,中装修,滨河中路293号，坐15、26、120路在上河苑下车,床,电视,,,空调,热水器,,房源编号 331471468,2500,"上河苑
                            (七里河区/西站)"
整租,1室1厅1卫,54,26,0,0,0,1,0,中,东,精装修,雁北路2728号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329524361,2800,"天庆丽舍情园
                            (城关区/雁滩北)"
整租,2室2厅1卫,100,34,0,0,0,0,1,中,东,中装修,金轮广场南侧,床,电视,,,空调,热水器,,房源编号 331276327,3800,"金轮馨园
                            (城关区/火车站)"
整租,1室1厅1卫,58,33,0,0,0,0,1,低,南,精装修,北滨河西路银滩黄河大桥以西500米（银滩湿地公园对面,床,电视,,,空调,热水器,,房源编号 329148106,2400,"永新华·世界湾
                            (安宁区/安宁新城)"
整租,2室2厅1卫,85,6,1,0,0,0,0,中,南,中装修,任家庄763号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331333864,2200,"兰石润安小区
                            (七里河区/西站)"
整租,2室1厅1卫,93,34,0,0,0,0,1,中,南北,精装修,建兰路102号,床,电视,,,空调,热水器,,房源编号 331350048,2500,"电力机具厂家属院
                            (七里河区/西站)"
整租,2室1厅1卫,80,28,0,0,0,1,0,高,南,中装修,兰州市安宁区北滨河西路260号,床,电视,,洗衣机,,,,房源编号 328801448,2000,"永丰嘉园
                            (安宁区/黄河市场)"
整租,2室2厅2卫,109,18,0,0,1,0,0,高,东,中装修,雁滩高新开发区省广电中心东侧350米,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329217689,2600,"新科时代
                            (城关区/雁滩南)"
整租,3室2厅2卫,126,32,0,0,0,1,0,高,暂无,精装修,和政路东街189号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331477105,7000,"仁恒国际
                            (城关区/火车站)"
整租,1室0厅1卫,45,34,0,0,0,0,1,中,东,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331343069,2500,"仁恒美林郡
                            (七里河区/西站)"
整租,2室2厅1卫,130,28,0,0,0,1,0,高,南,中装修,西关什字兰医二院东,床,电视,,,空调,热水器,,房源编号 330838313,5500,"金城名苑
                            (城关区/西关什字)"
整租,4室2厅2卫,170,8,1,0,0,0,0,高,南,中装修,贡元巷53-59号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330838202,4500,"农行家属院(贡元巷)
                            (城关区/西关什字)"
整租,2室1厅1卫,73,8,1,0,0,0,0,高,暂无,中装修,任家庄763号,床,电视,,,空调,热水器,,房源编号 330216208,1700,"兰石润安小区
                            (七里河区/西站)"
整租,2室2厅1卫,90,32,0,0,0,1,0,中,东北,中装修,新城区费家营什字东角,床,电视,,,空调,热水器,暖气,房源编号 330861556,2000,"飞天世纪新城
                            (安宁区/费家营)"
整租,2室1厅1卫,50,6,1,0,0,0,0,高,南,中装修,西站西路与武威路交界附近,床,电视,,洗衣机,,热水器,,房源编号 330983308,1200,"吉安花园小区
                            (七里河区/西站)"
整租,2室1厅1卫,60,6,1,0,0,0,0,高,南,精装修,光华街2-52,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331202381,1300,"电力修造厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,80,8,1,0,0,0,0,低,南北,精装修,敦煌路201号附近,床,电视,,,空调,热水器,,房源编号 331329393,2200,"兰石家属院
                            (七里河区/西站)"
整租,2室1厅1卫,78,8,1,0,0,0,0,低,南北,中装修,任家庄763号,床,电视,,,空调,热水器,,房源编号 331471876,2600,"润安小区
                            (七里河区/西站)"
整租,1室1厅1卫,44,30,0,0,0,1,0,高,南,精装修,城关区青白石街,,电视,,,,热水器,暖气,房源编号 331156356,1350,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,3室1厅1卫,122,8,1,0,0,0,0,中,暂无,中装修,吴家园（距建兰路市场300米）市一医院,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331423735,2500,"鸿运家园
                            (七里河区/西站)"
整租,2室2厅1卫,85,8,1,0,0,0,0,高,南北,中装修,城关区雁滩路4164-4180号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 329943582,2500,"西北铁合金家属院
                            (城关区/雁滩北)"
整租,2室2厅1卫,102,8,1,0,0,0,0,高,暂无,中装修,雁滩路2618号,床,电视,,,空调,热水器,,房源编号 331482813,2800,"天庆花园
                            (城关区/雁滩南)"
整租,3室2厅1卫,121,33,0,0,0,0,1,中,南北,中装修,安宁科教城宝石花路10号,床,电视,,,空调,热水器,暖气,房源编号 331277475,3000,"金河丽园
                            (安宁区/费家营)"
整租,2室2厅1卫,87,34,0,0,0,0,1,高,南,中装修,安宁区银滩大桥西侧兰州海关旁,床,,,洗衣机,空调,热水器,暖气,房源编号 327144549,3200,"中海凯旋门·御园
                            (安宁区/费家营)"
整租,2室2厅1卫,107,8,1,0,0,0,0,高,暂无,精装修,建兰路102号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331315454,2500,"电力机具厂家属院
                            (七里河区/西站)"
整租,2室2厅1卫,101,12,0,1,0,0,0,高,南,精装修,敦煌路616号(原一毛厂),床,电视,,,空调,热水器,暖气,房源编号 331467161,3200,"曦华源
                            (七里河区/西站)"
整租,2室2厅1卫,80,5,1,0,0,0,0,低,南北,简装修,玉门街486号,床,电视,,洗衣机,,热水器,暖气,房源编号 330088567,1500,"三毛小区
                            (西固区/玉门街)"
整租,3室2厅1卫,162,30,0,0,0,1,0,中,暂无,中装修,民主西路37号,床,电视,,,空调,热水器,,房源编号 331306503,8000,"蓝宝石大厦
                            (城关区/五泉广场)"
整租,5室2厅4卫,260,45,0,0,0,0,1,高,南北,豪华装修,天水北路与雁滩路交汇处,,,,,,,,房源编号 330103555,19000,"兰州城关万达广场·万达公馆
                            (城关区/雁滩北)"
整租,3室1厅1卫,108,24,0,0,0,1,0,高,南,精装修,火车站广场向西200米,床,电视,,洗衣机,空调,热水器,暖气,房源编号 331061022,3800,"海天新都
                            (城关区/火车站)"
整租,2室2厅1卫,98,31,0,0,0,1,0,高,南,精装修,东岗东路1469,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330618662,3100,"东瓯逸璟
                            (城关区/东部市场)"
整租,2室1厅1卫,40,4,1,0,0,0,0,高,西北,中装修,七里河建工局建投一号楼,床,,,,,,暖气,房源编号 331304400,1700,"建工局
                            (七里河区/小西湖)"
整租,2室2厅2卫,96,18,0,0,1,0,0,低,南北,精装修,城关区青白石街,,电视,,,,热水器,,房源编号 331481980,1700,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,98,31,0,0,0,1,0,高,南,精装修,东岗东路1469,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330618662,3100,"东瓯逸璟
                            (城关区/东部市场)"
整租,3室1厅1卫,90,8,1,0,0,0,0,高,暂无,中装修,和政东街310号，金轮广场附近,床,电视,,,空调,热水器,,房源编号 331301468,3000,"金轮花园
                            (城关区/五泉广场)"
整租,2室2厅1卫,92,8,1,0,0,0,0,高,南北,中装修,安宁西路刘家堡长风宾馆斜对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330239577,2000,"长风西区
                            (安宁区/费家营)"
整租,2室1厅1卫,74,30,0,0,0,1,0,中,暂无,中装修,中山路131-133号,床,电视,,,,热水器,暖气,房源编号 331185173,2400,"海鸿大厦
                            (城关区/西关什字)"
整租,2室2厅1卫,90,28,0,0,0,1,0,低,暂无,简装修,和政东街310号，金轮广场附近,床,电视,,,,热水器,暖气,房源编号 331317263,3500,"金轮花园
                            (城关区/五泉广场)"
整租,3室2厅1卫,143,8,1,0,0,0,0,中,南北,精装修,滩尖子421号,床,电视,,,空调,热水器,,房源编号 330650642,4500,"金地花园
                            (城关区/滩尖子)"
整租,2室2厅1卫,85,30,0,0,0,1,0,低,暂无,中装修,城关区火车站东路438-458号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 330857307,2900,"和谐家园
                            (城关区/火车站)"
整租,1室1厅1卫,61,18,0,0,1,0,0,中,暂无,中装修,七里河区西津东路44-56号,床,电视,,,空调,热水器,,房源编号 330216229,1700,"盛世星座
                            (七里河区/小西湖)"
整租,1室1厅1卫,46,25,0,0,0,1,0,中,东,中装修,火车站广场向西200米,床,电视,冰箱,洗衣机,,热水器,,房源编号 331433814,2500,"海天新都
                            (城关区/火车站)"
整租,2室1厅1卫,60,9,0,1,0,0,0,高,南,中装修,贡元巷53-59号,床,电视,,,空调,热水器,,房源编号 331249602,2200,"农行家属院(贡元巷)
                            (城关区/西关什字)"
整租,2室1厅1卫,85,32,0,0,0,1,0,高,南,中装修,安宁植物园南500米,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 327512911,2000,"丰宝佳苑
                            (安宁区/刘家堡)"
整租,2室2厅1卫,76,7,1,0,0,0,0,高,南北,精装修,宋家滩99号，雁滩路,床,电视,,,空调,热水器,,房源编号 328725637,2600,"新港城A区
                            (城关区/雁滩北)"
整租,2室2厅1卫,90,30,0,0,0,1,0,高,南,中装修,任家庄112号,,电视,,,空调,热水器,暖气,房源编号 331159660,2300,"仁恒美林郡
                            (七里河区/西站)"
整租,2室2厅1卫,152,30,0,0,0,1,0,中,暂无,简装修,武都路98号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330839652,5500,"武都路华亭街小区
                            (城关区/东方红广场)"
整租,2室1厅1卫,80,14,0,0,1,0,0,高,南北,简装修,龚家湾杨家桥75号,床,电视,,,空调,热水器,暖气,房源编号 331408058,2000,"建兰丽苑经济适用房
                            (七里河区/龚家湾)"
整租,2室1厅1卫,50,8,1,0,0,0,0,中,南北,中装修,兰州市七里河区敦煌路143号,床,电视,,,空调,热水器,,房源编号 331471820,1100,"金港城金安花园
                            (七里河区/西站)"
整租,2室1厅1卫,95,6,1,0,0,0,0,中,南北,精装修,宝石花路，安宁西路兰州交通大学对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330862623,2600,"安宁科教城
                            (安宁区/费家营)"
整租,2室1厅1卫,50,6,1,0,0,0,0,高,南,中装修,西站西路与武威路交界附近,床,电视,,洗衣机,,热水器,,房源编号 330983308,1200,"吉安花园小区
                            (七里河区/西站)"
整租,1室1厅1卫,59,8,1,0,0,0,0,高,南,中装修,任家庄763号,床,电视,,,空调,热水器,,房源编号 331217789,2000,"兰石润安小区
                            (七里河区/西站)"
整租,2室1厅1卫,80,7,1,0,0,0,0,中,南,中装修,光华街2-52,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331211510,2000,"电力修造厂家属院
                            (七里河区/西站)"
整租,3室2厅2卫,160,31,0,0,0,1,0,中,南,中装修,平凉路106号,床,电视,,,空调,热水器,,房源编号 331363230,7000,"农牧大厦
                            (城关区/火车站)"
整租,2室1厅1卫,90,33,0,0,0,0,1,中,南,简装修,培黎广场以西，514号规划路以北,床,电视,冰箱,洗衣机,,热水器,,房源编号 326971291,2500,"瑞南紫郡
                            (安宁区/费家营)"
整租,3室2厅1卫,123,16,0,0,1,0,0,中,南北,中装修,皋兰路南口魔方KTV,床,电视,,,空调,热水器,,房源编号 331303297,5000,"嘉成大厦
                            (城关区/东方红广场)"
整租,2室2厅1卫,58,8,1,0,0,0,0,中,东西,中装修,火车站西路1-235号,床,电视,,,空调,热水器,,房源编号 331433721,2300,"居安小区
                            (城关区/五泉广场)"
整租,2室2厅1卫,116,33,0,0,0,0,1,高,南,简装修,银滩大桥以西，众邦金水湾西南侧,,,,,,热水器,,房源编号 327139792,2300,"阳光怡园
                            (安宁区/费家营)"
整租,1室0厅1卫,34,30,0,0,0,1,0,高,南,精装修,安宁西路3号，甘肃政法学院正对面,床,电视,,,空调,热水器,,房源编号 331449146,1800,"康桥国际购物中心
                            (安宁区/费家营)"
整租,2室2厅1卫,68,8,1,0,0,0,0,中,暂无,中装修,建西西路6-84号,床,电视,,,空调,热水器,,房源编号 331314064,1500,"铁路南场小区
                            (七里河区/西站)"
整租,1室0厅1卫,45,34,0,0,0,0,1,中,东,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331343069,2500,"仁恒美林郡
                            (七里河区/西站)"
整租,4室2厅2卫,260,9,0,1,0,0,0,中,南北,精装修,雁宁路199-303 号,,,,,,,,房源编号 328922578,10000,"荣达花园
                            (城关区/滩尖子)"
整租,2室1厅1卫,86,8,1,0,0,0,0,高,南,中装修,兰州市敦煌路419号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331132407,2000,"铁路润安小区
                            (七里河区/西站)"
整租,2室2厅1卫,110,8,1,0,0,0,0,中,南北,精装修,雁滩路2952-2968号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 327852246,2700,"燃气公司家属院
                            (城关区/雁滩北)"
整租,2室2厅1卫,106,30,0,0,0,1,0,高,南,精装修,兰州市城关区段家滩路450号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329461226,3000,"欣欣茗园
                            (城关区/东部市场)"
整租,2室1厅1卫,102,28,0,0,0,1,0,低,暂无,中装修,张掖路中段(中央广场东南角),床,电视,,,空调,热水器,,房源编号 331250314,5800,"中环广场
                            (城关区/西关什字)"
整租,1室1厅1卫,45,8,1,0,0,0,0,高,暂无,中装修,贡元巷53-59号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331249781,2000,"农行家属院(贡元巷)
                            (城关区/西关什字)"
整租,3室2厅1卫,126,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331482024,1800,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,80,8,1,0,0,0,0,低,暂无,精装修,敦煌路201号附近,床,电视,,,空调,热水器,,房源编号 331469558,2200,"兰石家属院
                            (七里河区/西站)"
整租,2室2厅1卫,92,8,1,0,0,0,0,高,南北,中装修,安宁西路刘家堡长风宾馆斜对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 329561989,2000,"长风西区
                            (安宁区/费家营)"
整租,2室2厅1卫,110,32,0,0,0,1,0,中,南北,中装修,铁路局邮电大楼附近,床,电视,,,空调,热水器,,房源编号 331363125,4000,"中铁西北科学院
                            (城关区/火车站)"
整租,2室2厅1卫,101,8,1,0,0,0,0,高,南,精装修,吴家园219号,床,电视,,,空调,热水器,,房源编号 331463681,2500,"良安小区
                            (七里河区/西站)"
整租,2室1厅1卫,90,32,0,0,0,1,0,中,南,中装修,城关区雁西路1382号,,,,,,,,房源编号 321866871,3200,"雁滩家园
                            (城关区/雁滩北)"
整租,2室2厅1卫,102,17,0,0,1,0,0,高,南,中装修,区天水路-兰州火车站东100米,床,电视,,,空调,热水器,暖气,房源编号 331356407,2800,"金汇广场
                            (城关区/火车站)"
整租,1室1厅1卫,57,8,1,0,0,0,0,高,东,中装修,七里河建工局建投一号楼,床,电视,,,,热水器,暖气,房源编号 331305029,1400,"建工局
                            (七里河区/小西湖)"
整租,2室1厅1卫,60,8,1,0,0,0,0,高,暂无,中装修,城关区铁路新村东街640-700号,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331116507,2200,"新乐住宅小区
                            (城关区/火车站)"
整租,3室2厅1卫,108,25,0,0,0,1,0,低,暂无,精装修,火车站广场向西200米,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331018868,4300,"海天新都
                            (城关区/火车站)"
整租,3室2厅1卫,117,28,0,0,0,1,0,高,东,精装修,雁滩雁兴路116、130、124路车终点(天庆花园东,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 328661447,3400,"基业豪庭
                            (城关区/雁滩北)"
整租,3室1厅1卫,147,28,0,0,0,1,0,高,南,中装修,西津东路581号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331463606,3000,"金雨大厦
                            (七里河区/小西湖)"
整租,2室1厅1卫,78,8,1,0,0,0,0,中,暂无,中装修,兰州市七里河建工中街29号,床,电视,,,空调,热水器,,房源编号 331471246,2000,"建工东院
                            (七里河区/小西湖)"
整租,2室1厅1卫,50,6,1,0,0,0,0,高,东西,简装修,民主东路93号,床,电视,,,空调,热水器,,房源编号 331193413,2500,"天平街社区
                            (城关区/盘旋路)"
整租,2室2厅1卫,80,8,1,0,0,0,0,低,南北,精装修,敦煌路201号附近,床,电视,,,空调,热水器,,房源编号 331286832,2200,"兰石家属院
                            (七里河区/西站)"
整租,1室0厅1卫,37,34,0,0,0,0,1,中,东,精装修,任家庄112号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330670261,2600,"仁恒美林郡
                            (七里河区/西站)"
整租,1室1厅1卫,60,33,0,0,0,0,1,中,南,精装修,北滨河西路银滩黄河大桥以西500米（银滩湿地公园对面,床,,,,空调,热水器,暖气,房源编号 327131501,2300,"永新华·世界湾
                            (安宁区/安宁新城)"
整租,1室2厅1卫,43,33,0,0,0,0,1,高,南,精装修,和政路东街189号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331148246,2600,"仁恒国际
                            (城关区/火车站)"
整租,1室1厅1卫,51,10,0,1,0,0,0,中,暂无,中装修,兰州市七里河建工中街29号,床,电视,,,空调,热水器,,房源编号 331482048,1500,"建工东院
                            (七里河区/小西湖)"
整租,3室2厅2卫,135,18,0,0,1,0,0,高,暂无,中装修,七里河建工局建投一号楼,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331466157,4700,"建工局
                            (七里河区/小西湖)"
整租,2室1厅1卫,85,32,0,0,0,1,0,高,南,中装修,安宁植物园南500米,床,电视,,,空调,热水器,,房源编号 328176666,2000,"丰宝佳苑
                            (安宁区/刘家堡)"
整租,1室1厅1卫,42,8,1,0,0,0,0,低,暂无,中装修,西津西路250-366号,床,电视,,,空调,热水器,,房源编号 330216408,1600,"兰石二分厂家属院
                            (七里河区/西站)"
整租,1室2厅1卫,75,17,0,0,1,0,0,中,南,中装修,火车站西路580号,,电视,,,,,暖气,房源编号 331276420,2800,"新乐苑小区
                            (城关区/火车站)"
整租,2室2厅1卫,105,30,0,0,0,1,0,中,东南,简装修,外贸厅公交站下车即到，北临麦积山路与兰州大学隔路相望,床,,,,空调,热水器,暖气,房源编号 330709512,3300,"长城山海苑
                            (城关区/盘旋路)"
整租,2室2厅1卫,80,8,1,0,0,0,0,高,东西,简装修,平凉路651-713号,,,,,,,,房源编号 322198448,2000,"工商银行家属院
                            (城关区/东方红广场)"
整租,1室0厅1卫,46,25,0,0,0,1,0,低,东,中装修,火车站广场向西200米,床,电视,,,空调,热水器,,房源编号 331356754,2400,"海天新都
                            (城关区/火车站)"
整租,3室1厅1卫,108,24,0,0,0,1,0,高,暂无,精装修,火车站广场向西200米,床,电视,,洗衣机,空调,热水器,暖气,房源编号 331381024,3800,"海天新都
                            (城关区/火车站)"
整租,2室1厅1卫,80,8,1,0,0,0,0,中,南北,中装修,何家庄东街7-24号,床,电视,,,空调,热水器,,房源编号 331103547,2600,"甘肃省水文局家属院
                            (城关区/火车站)"
整租,1室1厅1卫,57,8,1,0,0,0,0,高,东,中装修,七里河建工局建投一号楼,床,电视,,,,热水器,暖气,房源编号 331305029,1400,"建工局
                            (七里河区/小西湖)"
整租,2室2厅1卫,108,18,0,0,1,0,0,高,南,精装修,雁滩高新开发区省广电中心东侧350米,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 330969328,3000,"新科时代
                            (城关区/雁滩南)"
整租,2室2厅1卫,95,20,0,0,0,1,0,低,东北,精装修,雁滩雁兴路116、130、124路车终点(天庆花园东,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 327852312,2600,"基业豪庭
                            (城关区/雁滩北)"
整租,4室2厅2卫,220,13,0,0,1,0,0,高,南北,简装修,兰新市场118号楼旁,,,,,空调,热水器,暖气,房源编号 330711415,5000,"兰新大西洋
                            (城关区/东部市场)"
整租,2室2厅1卫,110,27,0,0,0,1,0,中,南,精装修,西路机床厂对面,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 327145615,2800,"加莱印象
                            (安宁区/刘家堡)"
整租,2室2厅1卫,85,30,0,0,0,1,0,低,南,中装修,城关区火车站东路438-458号,床,电视,,,空调,热水器,暖气,房源编号 331378231,2700,"和谐家园
                            (城关区/火车站)"
整租,2室1厅1卫,80,8,1,0,0,0,0,中,南北,精装修,东岗东路119号,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331204832,2200,"兰新太平洋
                            (城关区/东部市场)"
整租,2室2厅2卫,131,19,0,0,0,1,0,低,南北,精装修,雁西路1119号（工业城对面）,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 326775640,3200,"鑫亿城
                            (城关区/雁滩南)"
整租,3室2厅1卫,118,33,0,0,0,0,1,低,东西,中装修,银滩桥西银滩路（众邦金水湾北侧）,床,电视,,,空调,热水器,暖气,房源编号 330860758,2500,"天居锦河丹堤
                            (安宁区/黄河市场)"
整租,2室2厅1卫,96,32,0,0,0,1,0,低,南,精装修,城关区雁西路1382号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 329019488,2600,"雁滩家园
                            (城关区/雁滩北)"
整租,2室2厅2卫,120,21,0,0,0,1,0,高,南,中装修,西津西路44号，西站什字东南角,床,电视,冰箱,洗衣机,空调,热水器,暖气,房源编号 331325876,3800,"海鸿广场
                            (七里河区/西站)"
整租,3室2厅2卫,170,33,0,0,0,0,1,中,南,中装修,平凉路456号,床,电视,,,空调,热水器,,房源编号 331463439,6100,"陆都花园4号楼
                            (城关区/东方红广场)"
整租,2室1厅1卫,80,14,0,0,1,0,0,高,暂无,中装修,龚家湾杨家桥75号,床,电视,,,空调,热水器,暖气,房源编号 331471649,2000,"建兰丽苑经济适用房
                            (七里河区/龚家湾)"
整租,2室2厅1卫,94,28,0,0,0,1,0,低,南,精装修,雁滩高新开发区115、53路终点站,,,,,,热水器,暖气,房源编号 330847829,3000,"天庆嘉园C区太阳岛
                            (城关区/雁滩南)"
整租,2室1厅1卫,73,8,1,0,0,0,0,高,暂无,中装修,任家庄763号,床,电视,,,空调,热水器,,房源编号 330216208,1700,"兰石润安小区
                            (七里河区/西站)"
整租,3室2厅1卫,110,22,0,0,0,1,0,低,南北,中装修,十里店253号附近安宁区十里店附中巷，师大附中旁边,床,电视,,,空调,热水器,,房源编号 331449088,2300,"金泽玫瑰园
                            (安宁区/培黎广场)"
整租,2室1厅1卫,86,8,1,0,0,0,0,中,东西,中装修,兰州市七里河建工中街29号,床,电视,,,空调,热水器,,房源编号 331022797,2000,"建工东院
                            (七里河区/小西湖)"
整租,3室2厅1卫,100,8,1,0,0,0,0,高,南,中装修,兰州市火车站西路附近,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331146369,3000,"新丽小区
                            (城关区/火车站)"
整租,2室2厅1卫,83,30,0,0,0,1,0,低,南北,精装修,城关区青白石街,,电视,,,空调,热水器,,房源编号 331482001,1650,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,65,6,1,0,0,0,0,高,南北,精装修,铁路新村东街601-747号,床,电视,,,空调,热水器,,房源编号 331072613,2000,"兰铁新园小区
                            (城关区/火车站)"
整租,3室2厅1卫,126,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331481968,1900,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室2厅1卫,80,8,1,0,0,0,0,低,南北,中装修,铁路新村东街342号,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331276385,2500,"康宁园小区
                            (城关区/火车站)"
整租,2室2厅1卫,95,33,0,0,0,0,1,低,南,中装修,西站郑家庄什字西南角（兰石小学东侧）,床,电视,,,空调,热水器,,房源编号 331333582,2300,"明珠家园
                            (七里河区/西站)"
整租,2室2厅1卫,121,24,0,0,0,1,0,高,西北,精装修,火车站广场向西200米,床,电视,冰箱,洗衣机,,热水器,暖气,房源编号 331352278,3600,"海天新都
                            (城关区/火车站)"
整租,3室2厅1卫,126,24,0,0,0,1,0,低,南北,精装修,城关区青白石街,床,电视,,,空调,热水器,,房源编号 331482016,2600,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,4室2厅2卫,204,30,0,0,0,1,0,低,南北,中装修,敦煌路616号(原一毛厂),床,电视,,,空调,热水器,,房源编号 331472001,6500,"曦华源
                            (七里河区/西站)"
整租,2室2厅1卫,83,30,0,0,0,1,0,低,南,精装修,城关区青白石街,,电视,,,空调,热水器,,房源编号 331481931,1700,"碧桂园·兰州新城项目
                            (城关区/黄河北)"
整租,2室1厅1卫,100,8,1,0,0,0,0,高,暂无,简装修,静宁路362-366,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331250118,2200,"甘肃省投资公司家属院
                            (城关区/东方红广场)"
整租,2室2厅1卫,95,33,0,0,0,0,1,高,南,中装修,宝石花路南口,床,电视,冰箱,洗衣机,,热水器,,房源编号 327160667,2600,"安澜祥园
                            (安宁区/费家营)"
整租,3室2厅2卫,120,34,0,0,0,0,1,低,暂无,精装修,西津西路原兰石厂（兰州西客站北侧）,床,电视,冰箱,洗衣机,空调,热水器,,房源编号 331374955,3000,"兰石·豪布斯卡
                            (七里河区/西站)"
整租,2室2厅1卫,92,33,0,0,0,0,1,高,东南,简装修,城关区平凉路163号,,,,,空调,热水器,,房源编号 328174206,3500,"建工瑞景
                            (城关区/火车站)"
整租,2室2厅1卫,95,25,0,0,0,1,0,低,南,精装修,南滨河路银滩大桥段,床,电视,,,空调,热水器,,房源编号 330449741,1800,"银滩花园
                            (七里河区/秀川)"
整租,2室1厅1卫,80,10,0,1,0,0,0,高,南,简装修,平凉路与和政路十字平凉路333号,床,,冰箱,洗衣机,空调,热水器,暖气,房源编号 306377656,3400,"七建大厦
                            (城关区/火车站)"
