出租方式,户型,建筑面积,层数,楼层,朝向,装修,地址,床,电视,冰箱,洗衣机,空调,热水器,标题,价格
整租,1室0厅1卫,41,33,中层,1,4,和政路东街189号,1,1,1,1,0,1,房源编号 308705390,2550
整租,1室0厅1卫,41,33,中层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 308702556,2550
整租,1室0厅1卫,41,33,中层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 308702493,2550
整租,1室0厅1卫,41,33,低层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 308702190,2800
整租,1室0厅1卫,41,33,中层,暂无,4,和政路东街189号,1,1,1,1,0,1,房源编号 308702164,2550
整租,1室0厅1卫,40,32,高层,暂无,2,和政路东街189号,0,1,0,0,1,1,房源编号 308702080,2400
整租,2室1厅1卫,65,7,中层,8,2,二热十字向南300米,1,0,0,0,0,0,房源编号 308803436,1800
整租,1室1厅1卫,70,30,中层,8,2,城关区平凉路163号,1,1,1,1,1,1,房源编号 308785342,2600
整租,2室2厅1卫,93,31,低层,8,2,城关区平凉路163号,0,0,0,0,0,0,房源编号 308784204,2700
整租,3室2厅2卫,160,8,中层,10,2,北滨河东路188-368号,0,0,0,0,0,1,房源编号 308761145,5300
整租,3室0厅1卫,75,3,中层,10,2,嘉峪关西路399号东,0,0,0,0,0,0,房源编号 308746862,1700
整租,2室1厅1卫,60,6,中层,8,2,嘉峪关西路399号东,1,0,0,1,0,1,房源编号 308746346,1500
整租,2室2厅1卫,96,33,高层,6,3,排洪南路 八一阳光家园,0,0,0,0,0,0,房源编号 308722468,2300
整租,2室2厅1卫,100,8,高层,10,2,雁南路1541-2071号,1,1,0,1,0,1,房源编号 308745460,2200
整租,3室2厅2卫,200,28,中层,8,3,武都路229号,1,0,0,0,0,1,房源编号 308737731,5500
整租,1室1厅1卫,40,6,中层,10,2,段家滩1188号,0,0,0,0,0,1,房源编号 308728575,1200
整租,4室2厅2卫,146,12,高层,5,4,定西路西兰国际大酒店东侧（定西路719号）,1,1,1,1,1,1,房源编号 308720909,5000
整租,3室2厅1卫,120,8,低层,10,3,嘉峪关西路399号东,1,1,1,1,0,1,房源编号 308720172,2800
整租,2室1厅1卫,70,7,高层,5,2,城关区嘉峪关西路766号,1,0,0,0,0,1,房源编号 628458,1800
整租,1室1厅0卫,35,5,中层,8,2,民主东路,1,0,0,0,0,0,房源编号 627784,700
整租,2室0厅0卫,50,7,高层,9,1,兰州市城关区庆阳路182号,1,0,0,1,0,1,房源编号 628448,1500
整租,2室1厅1卫,97,24,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628447,1200
整租,2室1厅1卫,95,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628446,1100
整租,2室1厅1卫,97,19,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628444,1200
整租,1室1厅1卫,51,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628440,660
整租,1室1厅1卫,59,11,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628436,700
整租,1室1厅1卫,57,14,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628435,710
整租,3室1厅1卫,75,7,高层,10,2,城关区铁路局牟家庄17号楼,1,0,0,0,0,1,房源编号 623830,2100
整租,2室1厅1卫,91,9,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628432,1400
整租,1室1厅1卫,56,20,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628429,570
整租,2室1厅1卫,55,8,高层,8,4,九州经济开发区(九洲城南面),1,1,0,0,0,1,房源编号 628425,1500
整租,2室2厅1卫,99,28,中层,9,4,城关区红山根东路,1,0,0,0,0,1,房源编号 628424,2400
整租,2室2厅1卫,99,28,中层,9,4,城关区红山根东路,1,0,0,0,0,1,房源编号 628423,2400
整租,3室2厅1卫,120,6,高层,9,2,正宁路87号,1,0,0,1,0,1,房源编号 628420,3800
整租,1室1厅1卫,83,18,中层,10,2,省政府西侧通渭路中段，天银大厦西单元7楼。,1,0,0,0,1,1,房源编号 628418,3000
整租,3室0厅1卫,60,5,中层,10,2,农民巷157号,0,0,0,0,0,0,房源编号 628413,1000
整租,3室0厅1卫,60,5,中层,10,2,兰州市农民巷157号,0,0,0,0,0,0,房源编号 628411,1000
整租,3室0厅1卫,68,6,高层,10,2,富星家居广场内,0,0,0,0,0,0,房源编号 625008,1700
整租,3室2厅2卫,148,28,低层,10,3,杨家园68号,1,0,0,1,0,1,房源编号 625062,5800
整租,3室2厅1卫,151,32,中层,6,3,排洪南路 八一阳光家园,0,0,1,0,0,1,房源编号 628407,3500
整租,1室1厅1卫,60,19,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628396,850
整租,2室1厅1卫,97,8,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628393,1300
整租,2室1厅1卫,94,9,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628394,1200
整租,3室2厅1卫,130,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628392,1250
整租,2室1厅1卫,97,8,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628380,1200
整租,2室0厅1卫,50,7,高层,2,2,城关区畅家巷176-184号,1,0,0,0,0,1,房源编号 628110,1600
整租,2室1厅1卫,75,8,高层,8,2,"二热十字西北角,嘉峪关北路原东岗实验小区2号街坊内",1,1,0,0,0,1,房源编号 628096,1600
整租,2室1厅1卫,40,6,低层,10,2,和平路97号,1,1,1,1,1,1,房源编号 307185714,1600
整租,2室1厅1卫,64,8,高层,7,4,和平路97号,1,1,1,1,1,1,房源编号 306569245,2600
整租,3室2厅2卫,115,6,低层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308693716,4000
整租,2室2厅1卫,90,6,低层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308693705,3300
整租,2室2厅1卫,98,6,低层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308693688,3800
整租,2室2厅1卫,96,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308693669,3200
整租,2室2厅1卫,96,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308693656,3200
整租,1室1厅1卫,56,26,低层,4,4,雁北路2728号,1,1,1,1,1,1,房源编号 308653739,2900
整租,1室1厅1卫,60,7,高层,10,3,宋家滩99号，雁滩路,1,1,1,1,1,1,房源编号 308653662,2400
整租,2室2厅2卫,120,30,低层,10,4,天水北路雁滩大桥南头（雁北路2599号）,1,1,1,1,1,1,房源编号 308653585,4000
整租,2室1厅1卫,75,6,中层,10,4,嘉峪关西路399号东,1,1,1,1,1,1,房源编号 308670652,2200
整租,1室1厅1卫,60,6,中层,8,2,麦积山路一只船小学斜对面,1,1,1,1,0,1,房源编号 308667841,2000
整租,2室1厅1卫,60,6,高层,10,3,城关区旧大路西段,1,1,0,1,1,1,房源编号 308663008,1900
整租,2室1厅1卫,90,8,中层,8,4,段家滩452号,1,1,1,0,0,0,房源编号 308642986,2400
整租,3室2厅1卫,120,8,低层,10,3,嘉峪关西路399号东,1,1,1,1,1,1,房源编号 308630618,2800
整租,1室1厅1卫,86,26,中层,不限,2,雁南路高新技术开发区(省检察院向东100米),0,0,0,0,1,0,房源编号 628354,4500
整租,1室1厅1卫,65,7,高层,1,4,鱼池口，五里铺*,1,1,1,1,1,1,房源编号 625727,2500
整租,1室1厅1卫,104,28,高层,3,3,张掖路东丽大厦,0,0,0,0,0,0,房源编号 626832,4500
整租,1室1厅1卫,104,28,高层,3,3,张掖路中段商业步行街(隍庙口),0,0,0,0,0,0,房源编号 627147,5000
整租,1室1厅1卫,59,21,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628308,700
整租,3室2厅1卫,125,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628307,1200
整租,1室1厅1卫,52,17,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628306,700
整租,2室1厅1卫,97,8,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628305,1380
整租,1室1厅1卫,61,17,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628304,830
整租,3室2厅1卫,130,12,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628302,1250
整租,2室1厅1卫,97,13,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628300,1380
整租,1室1厅1卫,54,8,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628299,650
整租,1室1厅1卫,56,16,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628290,570
整租,2室1厅1卫,95,12,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628289,1100
整租,2室1厅1卫,99,19,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628288,1250
整租,1室1厅1卫,57,16,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628286,710
整租,2室1厅1卫,91,8,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628283,1400
整租,1室1厅1卫,54,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628282,650
整租,1室1厅1卫,54,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628281,650
整租,1室1厅1卫,57,17,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628280,580
整租,1室1厅1卫,98,14,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628277,750
整租,2室1厅1卫,94,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628266,1200
整租,2室1厅1卫,99,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628258,1250
整租,2室1厅1卫,107,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628257,1500
整租,2室1厅1卫,90,23,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628256,1280
整租,3室2厅1卫,120,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628255,1450
整租,2室1厅1卫,98,15,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628244,1280
整租,1室1厅1卫,63,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628240,740
整租,2室1厅1卫,65,7,低层,8,2,东岗西路,1,0,1,1,0,1,房源编号 628235,2400
整租,2室2厅1卫,130,33,中层,3,4,火车站东路123号公交五公司,0,0,0,0,0,1,房源编号 628233,3500
整租,1室1厅1卫,53,17,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628234,750
整租,1室1厅1卫,62,8,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628231,800
整租,3室2厅1卫,125,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628229,1200
整租,1室1厅1卫,51,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628228,660
整租,2室1厅1卫,94,21,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628227,1200
整租,1室0厅0卫,12,4,高层,10,2,雁滩雁南路 中粮可口可乐公司*,0,1,1,1,1,1,房源编号 628199,200
整租,1室1厅1卫,56,24,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628224,570
整租,1室1厅1卫,56,23,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628220,680
整租,2室1厅1卫,107,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628213,1500
整租,1室1厅1卫,51,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628212,660
整租,1室1厅1卫,98,15,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628210,750
整租,1室1厅1卫,45,7,高层,8,2,雁滩路2618号,0,0,0,0,0,0,房源编号 307202060,1300
整租,1室1厅1卫,56,25,高层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 308522443,2400
整租,2室2厅1卫,87,6,中层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308522418,2600
整租,2室2厅1卫,98,6,高层,8,4,宋家滩99号,0,0,0,0,1,1,房源编号 308522392,3200
整租,2室1厅1卫,67,26,中层,8,4,雁北路2728号,0,0,0,0,1,1,房源编号 308522364,3500
整租,2室1厅1卫,54,24,中层,8,4,雁西路1119号（工业城对面）,0,0,0,0,1,1,房源编号 308522340,3000
整租,3室2厅2卫,127,6,高层,10,3,宋家滩99号,0,1,0,0,0,1,房源编号 308457091,4000
整租,5室0厅2卫,460,25,中层,8,2,雁滩路高新开发区53路终点站,0,0,0,0,1,1,房源编号 308547760,23000
整租,2室2厅1卫,96,30,中层,8,4,城关区段家滩雁儿湾,1,0,0,1,0,1,房源编号 304246314,2600
整租,2室2厅1卫,99,6,高层,8,4,雁儿湾路375号,1,1,1,1,0,1,房源编号 301054557,2600
整租,3室2厅1卫,123,28,中层,8,2,雁儿湾路375号,1,0,0,0,0,1,房源编号 308464118,2600
整租,2室2厅1卫,80,8,中层,9,4,火车站向东200米,0,0,0,0,0,0,房源编号 628195,1900
整租,1室1厅1卫,50,9,高层,3,4,兰州市武都路171号,1,0,1,1,0,1,房源编号 628193,1700
整租,3室2厅1卫,112,16,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628176,1350
整租,3室2厅1卫,112,19,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628171,1350
整租,1室1厅1卫,58,8,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628170,770
整租,2室1厅1卫,96,8,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628169,1200
整租,2室1厅1卫,96,18,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628167,1300
整租,1室1厅1卫,59,20,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628168,700
整租,1室1厅1卫,59,8,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628166,700
整租,1室1厅1卫,30,8,中层,6,4,苏家滩541号,1,1,1,1,0,1,房源编号 628165,2480
整租,2室1厅1卫,95,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628161,1100
整租,1室1厅1卫,30,8,低层,8,4,苏家滩541号,1,1,1,1,0,1,房源编号 628160,2480
整租,3室2厅1卫,130,15,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628154,1250
整租,3室2厅1卫,112,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628153,1350
整租,1室1厅1卫,57,14,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628152,710
整租,2室1厅1卫,95,22,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628151,1100
整租,2室1厅1卫,96,25,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628144,1300
整租,2室1厅1卫,97,15,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628141,1300
整租,1室1厅1卫,57,23,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628138,580
整租,2室1厅1卫,94,9,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628136,1200
整租,1室1厅1卫,56,10,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628135,680
整租,3室2厅1卫,120,17,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628133,1450
整租,1室1厅1卫,53,16,中层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 628131,750
整租,2室1厅1卫,56,4,高层,9,2,兰州市城关区通渭路64号,0,0,0,0,0,0,房源编号 621368,2100
整租,1室1厅1卫,95,1,高层,8,2,雁滩路高新开发区53路终点站,1,0,0,0,0,0,房源编号 308548857,4300
整租,3室2厅1卫,138,6,中层,10,4,广武门十字,0,0,0,0,0,0,房源编号 626360,4200
整租,3室1厅1卫,92,8,中层,10,4,盐场路551号,1,0,0,1,0,1,房源编号 628115,2000
整租,2室1厅1卫,56,4,高层,9,2,通渭路121号,1,0,1,0,0,1,房源编号 626082,2200
整租,2室0厅1卫,50,6,高层,8,2,甘南路，天润大厦旁,1,0,0,1,0,1,房源编号 307275938,1500
整租,2室1厅1卫,103,6,中层,10,3,雁滩雁兴路116、130、124路车终点(天庆花园东,1,1,1,1,0,1,房源编号 308410503,2500
整租,3室1厅1卫,70,8,高层,5,2,武都路98号,1,1,0,0,1,1,房源编号 307074805,1800
整租,1室1厅1卫,46,25,高层,9,5,火车站西路,1,1,1,1,1,1,房源编号 628097,2600
整租,1室1厅1卫,48,5,中层,10,2,东岗东路气象局车站甘肃省兰州市城关区东岗东路2072,1,0,0,0,0,0,房源编号 627782,1500
整租,2室1厅1卫,80,8,中层,10,4,城关区西关十字临夏路静安小区,1,1,1,1,1,1,房源编号 628089,1200
整租,2室1厅1卫,70,8,中层,9,2,定西南路七中*,0,0,0,0,0,1,房源编号 628081,1800
整租,2室1厅1卫,104,32,中层,10,4,东部段家滩路欣欣茗园,0,0,0,0,0,1,房源编号 628078,2700
整租,2室1厅1卫,70,8,中层,8,4,定西南路七中*,0,0,0,0,0,1,房源编号 628077,1800
整租,1室1厅1卫,45,6,高层,8,2,"段家滩路1265-1517号,五里铺桥北(原灯泡厂院",1,0,0,0,0,1,房源编号 628076,1800
整租,1室1厅1卫,42,22,中层,6,4,东岗东路514号原6413厂(东岗东路1008-10,1,1,1,0,1,1,房源编号 628075,1800
整租,4室1厅1卫,110,8,高层,10,3,皋兰路37-63号,1,0,0,0,0,0,房源编号 627758,2500
整租,1室1厅1卫,58,7,中层,8,2,临夏路183-158号,1,1,1,1,0,1,房源编号 624101,2200
整租,2室2厅1卫,95,8,高层,10,4,白银路316号,1,1,1,1,0,1,房源编号 628066,1800
整租,2室1厅1卫,105,11,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623401,1400
整租,1室1厅1卫,49,24,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623400,700
整租,1室1厅1卫,47,14,高层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623357,710
整租,1室1厅1卫,49,13,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 623234,700
整租,2室1厅1卫,79,16,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 622429,980
整租,1室1厅1卫,51,18,低层,10,4,兰州城关区,1,1,1,1,1,1,房源编号 627539,660
整租,2室2厅1卫,80,7,高层,6,4,兰州市城关区永昌路北段,1,1,1,1,0,1,房源编号 624652,2600
整租,2室1厅1卫,72,6,高层,7,4,城关区陈家湾子59号,1,1,1,1,0,1,房源编号 626158,2800
整租,2室2厅1卫,110,28,中层,7,4,正宁路59-77号,0,0,0,0,0,0,房源编号 308308066,3500
整租,2室2厅1卫,97,28,中层,7,3,郑家台54-56号,1,1,0,0,1,1,房源编号 300998807,3700
整租,1室2厅1卫,74,32,中层,7,4,郑家台54-56号,1,1,1,1,1,1,房源编号 304612981,3300
整租,1室1厅1卫,60,9,中层,暂无,1,武都路贡元巷22-38号,1,1,1,1,1,1,房源编号 308077537,1400
整租,1室1厅1卫,43,33,中层,1,5,和政路东街189号,1,1,1,0,0,1,房源编号 628045,2850
整租,1室1厅1卫,68,26,中层,10,4,"雁滩大桥向东,鸿运润园东侧",1,1,1,1,1,1,房源编号 628043,2280
整租,1室2厅1卫,76,9,高层,8,2,"东岗东路227号,三十二中旁边",0,1,0,0,0,0,房源编号 628041,1300
整租,1室1厅1卫,19,30,中层,1,4,雁滩工业城*,1,0,1,1,0,1,房源编号 628011,1660
整租,3室2厅0卫,150,8,中层,不限,2,城关区东岗东路,1,1,0,1,0,1,房源编号 628004,1600
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627998,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627997,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627996,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627995,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627994,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627993,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627992,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627991,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627990,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627989,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627988,3800
整租,2室2厅1卫,113,28,高层,6,4,天水北路，新港城与天庆丽舍之间,1,1,0,1,0,1,房源编号 627987,3800
整租,2室2厅1卫,90,8,中层,10,4,鱼池囗,1,0,0,0,0,1,房源编号 627391,2000
整租,2室2厅1卫,100,8,中层,暂无,4,段家滩452号,1,1,1,1,1,1,房源编号 307946240,2700
整租,2室1厅1卫,68,35,高层,6,2,城关区黄河北庙滩子,1,1,1,1,0,1,房源编号 627822,2500
整租,1室1厅1卫,45,9,高层,9,4,大沙坪佛慈大街119号,0,0,0,0,0,1,房源编号 627821,1500
整租,2室1厅1卫,76,35,低层,10,2,靖远路18号,1,1,1,0,0,1,房源编号 626525,2400
整租,1室1厅0卫,35,5,中层,1,2,民主东路,1,0,0,0,0,0,房源编号 627785,700
整租,2室2厅1卫,94,34,高层,8,4,火车站西路850号,1,1,0,1,0,1,房源编号 626854,4100
整租,2室1厅1卫,56,4,高层,9,4,通渭路公交车站*,1,0,1,0,0,1,房源编号 620788,2200
整租,1室0厅0卫,16,8,中层,9,5,排洪南路264号,1,0,0,1,0,1,房源编号 627781,700
整租,2室2厅1卫,50,7,中层,10,2,粮油市场*,0,0,0,0,0,0,房源编号 627778,1200
整租,2室2厅1卫,92,26,中层,8,4,"雁滩大桥向东,鸿运润园东侧",0,0,0,0,0,1,房源编号 627746,2900
整租,2室1厅1卫,40,6,高层,10,3,省人民西侧，东岗西路288号,1,1,1,1,1,1,房源编号 627775,1800
整租,2室2厅1卫,120,17,中层,8,4,武都路343号,1,0,1,0,0,1,房源编号 627772,4000
整租,3室2厅2卫,190,18,高层,10,3,张掖路1号、2号,1,1,0,0,1,1,房源编号 308061670,9000
整租,2室0厅0卫,50,8,高层,5,3,静宁路250号,1,1,0,0,1,1,房源编号 308061646,1300
整租,2室1厅1卫,68,8,高层,10,2,嘉峪关东路665-731号 ，二热十字向南300米,1,1,0,0,1,1,房源编号 308053837,2300
整租,2室2厅1卫,93,26,中层,8,4,雁滩高新开发区115、53路终点站,1,0,0,0,0,0,房源编号 307983213,3400
整租,2室1厅1卫,95,30,低层,10,4,区东岗东路（兰州三十二中对面）,1,0,1,1,0,1,房源编号 307969388,2200
整租,3室2厅1卫,103,8,高层,9,3,嘉峪关东路，二热十字往东一百米,1,1,0,0,0,1,房源编号 307962021,2400
整租,2室0厅1卫,40,8,中层,7,2,兰州市城关区静宁路益民大院147号-173号,1,1,0,0,0,0,房源编号 307922438,1500
整租,2室1厅1卫,80,7,高层,8,2,酒泉路45号,0,0,0,0,0,0,房源编号 307924729,2000
整租,2室0厅1卫,40,7,低层,8,2,畅家巷140号（广场南路）,1,0,0,0,0,0,房源编号 307971705,1500
